,subj,dotmode,di,dur,x,y,ntrials
86,ALL,2d,11,0.45,0.5,1.0,450.0
87,ALL,2d,11,0.45,1.0,1.0,204.0
88,ALL,2d,12,0.5833333333333334,0.0,0.5580357142857143,224.0
89,ALL,2d,12,0.5833333333333334,0.015,0.5,18.0
90,ALL,2d,12,0.5833333333333334,0.03,0.604494382022472,445.0
91,ALL,2d,12,0.5833333333333334,0.06,0.7469135802469136,486.0
92,ALL,2d,12,0.5833333333333334,0.12,0.8850102669404517,487.0
93,ALL,2d,12,0.5833333333333334,0.25,0.9784735812133072,511.0
94,ALL,2d,12,0.5833333333333334,0.5,0.9934782608695653,460.0
95,ALL,2d,12,0.5833333333333334,1.0,1.0,210.0
96,ALL,2d,13,0.7666666666666667,0.0,0.5318181818181819,220.0
97,ALL,2d,13,0.7666666666666667,0.015,0.3181818181818182,22.0
98,ALL,2d,13,0.7666666666666667,0.03,0.6652360515021459,466.0
99,ALL,2d,13,0.7666666666666667,0.06,0.8076923076923077,442.0
100,ALL,2d,13,0.7666666666666667,0.12,0.9011494252873563,435.0
101,ALL,2d,13,0.7666666666666667,0.25,0.9721518987341772,395.0
102,ALL,2d,13,0.7666666666666667,0.5,0.9953271028037384,428.0
103,ALL,2d,13,0.7666666666666667,1.0,1.0,204.0
104,ALL,2d,14,0.9833333333333333,0.0,0.4057971014492754,138.0
105,ALL,2d,14,0.9833333333333333,0.015,0.6666666666666666,12.0
106,ALL,2d,14,0.9833333333333333,0.03,0.7007042253521126,284.0
107,ALL,2d,14,0.9833333333333333,0.06,0.7876712328767124,292.0
108,ALL,2d,14,0.9833333333333333,0.12,0.9215017064846417,293.0
109,ALL,2d,14,0.9833333333333333,0.25,0.9743589743589743,351.0
110,ALL,2d,14,0.9833333333333333,0.5,0.9948717948717949,390.0
111,ALL,2d,14,0.9833333333333333,1.0,1.0,204.0
112,ALL,2d,15,1.2666666666666666,0.0,0.5161290322580645,62.0
113,ALL,2d,15,1.2666666666666666,0.015,0.75,4.0
114,ALL,2d,15,1.2666666666666666,0.03,0.7346938775510204,98.0
115,ALL,2d,15,1.2666666666666666,0.06,0.7105263157894737,114.0
116,ALL,2d,15,1.2666666666666666,0.12,0.9032258064516129,124.0
117,ALL,2d,15,1.2666666666666666,0.25,0.971830985915493,142.0
118,ALL,2d,15,1.2666666666666666,0.5,0.9924242424242424,132.0
119,ALL,2d,15,1.2666666666666666,1.0,1.0,16.0
120,ALL,2d,16,1.65,0.015,0.625,8.0
121,ALL,2d,16,1.65,0.03,0.7,40.0
122,ALL,2d,16,1.65,0.06,0.8947368421052632,38.0
123,ALL,2d,16,1.65,0.12,0.9642857142857143,28.0
124,ALL,2d,16,1.65,0.25,1.0,22.0
125,ALL,2d,16,1.65,0.5,1.0,32.0
126,ALL,2d,16,1.65,1.0,1.0,32.0
127,ALL,2d,17,2.1333333333333333,0.015,0.5,8.0
128,ALL,2d,17,2.1333333333333333,0.03,0.525,40.0
129,ALL,2d,17,2.1333333333333333,0.06,0.8095238095238095,42.0
130,ALL,2d,17,2.1333333333333333,0.12,0.92,50.0
131,ALL,2d,17,2.1333333333333333,0.25,1.0,48.0
132,ALL,2d,17,2.1333333333333333,0.5,1.0,40.0
133,ALL,2d,17,2.1333333333333333,1.0,1.0,32.0
134,ALL,2d,18,2.75,0.015,0.3333333333333333,12.0
135,ALL,2d,18,2.75,0.03,0.65,60.0
136,ALL,2d,18,2.75,0.06,0.7758620689655172,58.0
137,ALL,2d,18,2.75,0.12,0.94,50.0
138,ALL,2d,18,2.75,0.25,1.0,52.0
139,ALL,2d,18,2.75,0.5,0.9833333333333333,60.0
140,ALL,2d,18,2.75,1.0,1.0,48.0
141,ALL,2d,19,3.566666666666667,0.015,0.5714285714285714,14.0
142,ALL,2d,19,3.566666666666667,0.03,0.6470588235294118,68.0
143,ALL,2d,19,3.566666666666667,0.06,0.9354838709677419,62.0
144,ALL,2d,19,3.566666666666667,0.12,0.9583333333333334,72.0
145,ALL,2d,19,3.566666666666667,0.25,1.0,80.0
146,ALL,2d,19,3.566666666666667,0.5,1.0,80.0
147,ALL,2d,19,3.566666666666667,1.0,1.0,64.0
148,ALL,2d,20,4.616666666666666,0.015,0.6666666666666666,18.0
149,ALL,2d,20,4.616666666666666,0.03,0.7065217391304348,92.0
150,ALL,2d,20,4.616666666666666,0.06,0.85,100.0
151,ALL,2d,20,4.616666666666666,0.12,0.95,100.0
152,ALL,2d,20,4.616666666666666,0.25,1.0,100.0
153,ALL,2d,20,4.616666666666666,0.5,1.0,100.0
154,ALL,2d,20,4.616666666666666,1.0,1.0,80.0
155,ALL,3d,1,0.03333333333333333,0.0,0.2857142857142857,14.0
156,ALL,3d,1,0.03333333333333333,0.015,0.25,12.0
157,ALL,3d,1,0.03333333333333333,0.03,0.5335365853658537,328.0
158,ALL,3d,1,0.03333333333333333,0.06,0.4603658536585366,328.0
159,ALL,3d,1,0.03333333333333333,0.12,0.49390243902439024,328.0
160,ALL,3d,1,0.03333333333333333,0.25,0.4969512195121951,328.0
161,ALL,3d,1,0.03333333333333333,0.5,0.515625,256.0
162,ALL,3d,1,0.03333333333333333,1.0,0.5474137931034483,232.0
163,ALL,3d,2,0.05,0.0,0.375,16.0
164,ALL,3d,2,0.05,0.015,0.3888888888888889,18.0
165,ALL,3d,2,0.05,0.03,0.5209424083769634,382.0
166,ALL,3d,2,0.05,0.06,0.5523560209424084,382.0
167,ALL,3d,2,0.05,0.12,0.5585106382978723,376.0
168,ALL,3d,2,0.05,0.25,0.49096385542168675,332.0
169,ALL,3d,2,0.05,0.5,0.5841584158415841,404.0
170,ALL,3d,2,0.05,1.0,0.5824468085106383,376.0
171,ALL,3d,3,0.06666666666666667,0.0,0.46153846153846156,26.0
172,ALL,3d,3,0.06666666666666667,0.015,0.75,12.0
173,ALL,3d,3,0.06666666666666667,0.03,0.4970588235294118,340.0
174,ALL,3d,3,0.06666666666666667,0.06,0.5177514792899408,338.0
175,ALL,3d,3,0.06666666666666667,0.12,0.5297619047619048,336.0
176,ALL,3d,3,0.06666666666666667,0.25,0.5301204819277109,332.0
177,ALL,3d,3,0.06666666666666667,0.5,0.6328125,256.0
178,ALL,3d,3,0.06666666666666667,1.0,0.6724137931034483,232.0
179,ALL,3d,4,0.08333333333333333,0.0,0.525,40.0
180,ALL,3d,4,0.08333333333333333,0.015,0.4444444444444444,9.0
181,ALL,3d,4,0.08333333333333333,0.03,0.55,260.0
182,ALL,3d,4,0.08333333333333333,0.06,0.538135593220339,236.0
183,ALL,3d,4,0.08333333333333333,0.12,0.5532786885245902,244.0
184,ALL,3d,4,0.08333333333333333,0.25,0.6284722222222222,288.0
185,ALL,3d,4,0.08333333333333333,0.5,0.7078651685393258,356.0
186,ALL,3d,4,0.08333333333333333,1.0,0.7758620689655172,232.0
187,ALL,3d,5,0.1,0.0,0.5588235294117647,68.0
188,ALL,3d,5,0.1,0.015,0.4666666666666667,15.0
189,ALL,3d,5,0.1,0.03,0.4979253112033195,482.0
190,ALL,3d,5,0.1,0.06,0.4930875576036866,434.0
191,ALL,3d,5,0.1,0.12,0.5856481481481481,432.0
192,ALL,3d,5,0.1,0.25,0.6415094339622641,424.0
193,ALL,3d,5,0.1,0.5,0.7760416666666666,384.0
194,ALL,3d,5,0.1,1.0,0.8643617021276596,376.0
195,ALL,3d,6,0.13333333333333333,0.0,0.6153846153846154,52.0
196,ALL,3d,6,0.13333333333333333,0.015,0.4166666666666667,12.0
197,ALL,3d,6,0.13333333333333333,0.03,0.5436241610738255,298.0
198,ALL,3d,6,0.13333333333333333,0.06,0.6370967741935484,372.0
199,ALL,3d,6,0.13333333333333333,0.12,0.6044568245125348,359.0
200,ALL,3d,6,0.13333333333333333,0.25,0.7222222222222222,342.0
201,ALL,3d,6,0.13333333333333333,0.5,0.8343373493975904,332.0
202,ALL,3d,6,0.13333333333333333,1.0,0.896551724137931,232.0
203,ALL,3d,7,0.16666666666666666,0.0,0.48333333333333334,60.0
204,ALL,3d,7,0.16666666666666666,0.015,0.3333333333333333,12.0
205,ALL,3d,7,0.16666666666666666,0.03,0.5294117647058824,374.0
206,ALL,3d,7,0.16666666666666666,0.06,0.6114130434782609,368.0
207,ALL,3d,7,0.16666666666666666,0.12,0.6527415143603134,383.0
208,ALL,3d,7,0.16666666666666666,0.25,0.7475728155339806,412.0
209,ALL,3d,7,0.16666666666666666,0.5,0.8715203426124197,467.0
210,ALL,3d,7,0.16666666666666666,1.0,0.9294478527607362,326.0
211,ALL,3d,8,0.21666666666666667,0.0,0.4230769230769231,52.0
212,ALL,3d,8,0.21666666666666667,0.015,0.3333333333333333,12.0
213,ALL,3d,8,0.21666666666666667,0.03,0.5027322404371585,366.0
214,ALL,3d,8,0.21666666666666667,0.06,0.6141304347826086,368.0
215,ALL,3d,8,0.21666666666666667,0.12,0.6917808219178082,292.0
216,ALL,3d,8,0.21666666666666667,0.25,0.7789473684210526,285.0
217,ALL,3d,8,0.21666666666666667,0.5,0.8631178707224335,263.0
218,ALL,3d,8,0.21666666666666667,1.0,0.9716312056737588,282.0
219,ALL,3d,9,0.26666666666666666,0.0,0.5161290322580645,62.0
220,ALL,3d,9,0.26666666666666666,0.015,0.631578947368421,19.0
221,ALL,3d,9,0.26666666666666666,0.03,0.5728155339805825,412.0
222,ALL,3d,9,0.26666666666666666,0.06,0.6484375,384.0
223,ALL,3d,9,0.26666666666666666,0.12,0.6858407079646017,452.0
224,ALL,3d,9,0.26666666666666666,0.25,0.8423772609819121,387.0
225,ALL,3d,9,0.26666666666666666,0.5,0.9121951219512195,410.0
226,ALL,3d,9,0.26666666666666666,1.0,0.9540229885057471,348.0
227,ALL,3d,10,0.35,0.0,0.5344827586206896,58.0
228,ALL,3d,10,0.35,0.015,0.4666666666666667,15.0
229,ALL,3d,10,0.35,0.03,0.5362318840579711,414.0
230,ALL,3d,10,0.35,0.06,0.6013824884792627,434.0
231,ALL,3d,10,0.35,0.12,0.692090395480226,354.0
232,ALL,3d,10,0.35,0.25,0.8537234042553191,376.0
233,ALL,3d,10,0.35,0.5,0.9432432432432433,370.0
234,ALL,3d,10,0.35,1.0,0.9671052631578947,304.0
235,ALL,3d,11,0.45,0.0,0.5535714285714286,56.0
236,ALL,3d,11,0.45,0.015,0.4166666666666667,12.0
237,ALL,3d,11,0.45,0.03,0.521505376344086,372.0
238,ALL,3d,11,0.45,0.06,0.6157894736842106,380.0
239,ALL,3d,11,0.45,0.12,0.6817204301075269,465.0
240,ALL,3d,11,0.45,0.25,0.8325358851674641,418.0
241,ALL,3d,11,0.45,0.5,0.9543147208121827,394.0
242,ALL,3d,11,0.45,1.0,0.975,320.0
243,ALL,3d,12,0.5833333333333334,0.0,0.4393939393939394,66.0
244,ALL,3d,12,0.5833333333333334,0.015,0.5625,16.0
245,ALL,3d,12,0.5833333333333334,0.03,0.57,400.0
246,ALL,3d,12,0.5833333333333334,0.06,0.6806930693069307,404.0
247,ALL,3d,12,0.5833333333333334,0.12,0.7167919799498746,399.0
248,ALL,3d,12,0.5833333333333334,0.25,0.8326530612244898,490.0
249,ALL,3d,12,0.5833333333333334,0.5,0.9560185185185185,432.0
250,ALL,3d,12,0.5833333333333334,1.0,0.985632183908046,348.0
251,ALL,3d,13,0.7666666666666667,0.0,0.5344827586206896,58.0
252,ALL,3d,13,0.7666666666666667,0.015,0.5909090909090909,22.0
253,ALL,3d,13,0.7666666666666667,0.03,0.5779816513761468,436.0
254,ALL,3d,13,0.7666666666666667,0.06,0.6128205128205129,390.0
255,ALL,3d,13,0.7666666666666667,0.12,0.711340206185567,388.0
256,ALL,3d,13,0.7666666666666667,0.25,0.8918128654970761,342.0
257,ALL,3d,13,0.7666666666666667,0.5,0.9464285714285714,392.0
258,ALL,3d,13,0.7666666666666667,1.0,0.9875,320.0
259,ALL,3d,14,0.9833333333333333,0.0,0.6166666666666667,60.0
260,ALL,3d,14,0.9833333333333333,0.015,0.5,10.0
261,ALL,3d,14,0.9833333333333333,0.03,0.5755395683453237,278.0
262,ALL,3d,14,0.9833333333333333,0.06,0.6,320.0
263,ALL,3d,14,0.9833333333333333,0.12,0.74375,320.0
264,ALL,3d,14,0.9833333333333333,0.25,0.8666666666666667,360.0
265,ALL,3d,14,0.9833333333333333,0.5,0.9425,400.0
266,ALL,3d,14,0.9833333333333333,1.0,0.99375,320.0
267,ALL,3d,15,1.2666666666666666,0.0,0.59375,32.0
268,ALL,3d,15,1.2666666666666666,0.015,0.75,4.0
269,ALL,3d,15,1.2666666666666666,0.03,0.6724137931034483,58.0
270,ALL,3d,15,1.2666666666666666,0.06,0.6935483870967742,62.0
271,ALL,3d,15,1.2666666666666666,0.12,0.7916666666666666,72.0
272,ALL,3d,15,1.2666666666666666,0.25,0.8658536585365854,82.0
273,ALL,3d,15,1.2666666666666666,0.5,0.9722222222222222,72.0
274,ALL,3d,15,1.2666666666666666,1.0,1.0,16.0
275,ALL,3d,16,1.65,0.015,0.625,8.0
276,ALL,3d,16,1.65,0.03,0.35,40.0
277,ALL,3d,16,1.65,0.06,0.7105263157894737,38.0
278,ALL,3d,16,1.65,0.12,0.6785714285714286,28.0
279,ALL,3d,16,1.65,0.25,0.8636363636363636,22.0
280,ALL,3d,16,1.65,0.5,0.9375,32.0
281,ALL,3d,16,1.65,1.0,1.0,32.0
282,ALL,3d,17,2.1333333333333333,0.015,0.5,8.0
283,ALL,3d,17,2.1333333333333333,0.03,0.6,40.0
284,ALL,3d,17,2.1333333333333333,0.06,0.6190476190476191,42.0
285,ALL,3d,17,2.1333333333333333,0.12,0.78,50.0
286,ALL,3d,17,2.1333333333333333,0.25,0.875,48.0
287,ALL,3d,17,2.1333333333333333,0.5,0.975,40.0
288,ALL,3d,17,2.1333333333333333,1.0,0.96875,32.0
289,ALL,3d,18,2.75,0.015,0.6666666666666666,12.0
290,ALL,3d,18,2.75,0.03,0.5833333333333334,60.0
291,ALL,3d,18,2.75,0.06,0.5689655172413793,58.0
292,ALL,3d,18,2.75,0.12,0.64,50.0
293,ALL,3d,18,2.75,0.25,0.9230769230769231,52.0
294,ALL,3d,18,2.75,0.5,0.9666666666666667,60.0
295,ALL,3d,18,2.75,1.0,0.9583333333333334,48.0
296,ALL,3d,19,3.566666666666667,0.015,0.7142857142857143,14.0
297,ALL,3d,19,3.566666666666667,0.03,0.6617647058823529,68.0
298,ALL,3d,19,3.566666666666667,0.06,0.6451612903225806,62.0
299,ALL,3d,19,3.566666666666667,0.12,0.6666666666666666,72.0
300,ALL,3d,19,3.566666666666667,0.25,0.875,80.0
301,ALL,3d,19,3.566666666666667,0.5,0.925,80.0
302,ALL,3d,19,3.566666666666667,1.0,0.984375,64.0
303,ALL,3d,20,4.616666666666666,0.015,0.5555555555555556,18.0
304,ALL,3d,20,4.616666666666666,0.03,0.5869565217391305,92.0
305,ALL,3d,20,4.616666666666666,0.06,0.57,100.0
306,ALL,3d,20,4.616666666666666,0.12,0.77,100.0
307,ALL,3d,20,4.616666666666666,0.25,0.85,100.0
308,ALL,3d,20,4.616666666666666,0.5,0.96,100.0
309,ALL,3d,20,4.616666666666666,1.0,0.975,80.0
